id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
316,0,3,133,,,1,149736,0,0,0,0,67.1,0,0,2,0.2,,0,Chancel,0.0,11,0,23.2,False,158.2,0,0,0,0,670,,,40,0,0,0,149736.jpg,2.2,0,0,Mbemba,3.3,False,18.0,a,15,4,6.0,20,0,0,0,0,0.0,0.0,Mbemba,0
317,7,10,489,,,9,56983,0,0,0,0,844.4,0,0,3,1.0,,0,Matt,0.0,35,3,192.6,False,561.2,0,0,0,0,2802,,,60,0,0,0,56983.jpg,3.3,0,0,Ritchie,1.1,False,11.0,a,15,4,520.0,116,0,0,0,0,0.0,0.0,Ritchie,6
318,4,4,360,,,6,50232,0,0,0,0,639.9,0,0,3,0.7,,0,Jonjo,0.0,30,1,132.3,False,442.6,0,0,0,0,2264,,,55,0,0,0,50232.jpg,2.4,2,0,Shelvey,1.0,False,8.0,a,15,4,243.0,73,0,0,0,0,0.0,0.0,Shelvey,2
319,0,3,340,,,6,28147,0,0,0,0,214.2,0,0,3,0.5,,0,Mohamed,0.0,27,2,85.3,False,431.8,0,0,0,0,2034,,,50,0,0,0,28147.jpg,2.3,0,0,Diamé,0.1,False,10.0,a,15,4,203.0,70,0,0,0,0,0.0,0.0,Diamé,3
320,4,5,236,75.0,,6,104953,0,0,0,0,340.6,0,0,3,0.6,,0,Christian,0.0,22,2,112.9,False,308.8,0,0,0,0,1776,Knock - 75% chance of playing,2018-07-05T14:31:07Z,55,0,0,0,104953.jpg,2.8,0,0,Atsu,0.0,False,30.0,d,15,4,480.0,78,0,0,0,0,0.0,0.0,Atsu,1
321,2,2,171,,,2,114243,0,0,0,0,159.7,0,0,3,0.5,,0,Jacob,0.0,25,1,54.7,False,161.8,0,0,0,0,1137,,,50,0,0,0,114243.jpg,2.0,0,0,Murphy,0.1,False,7.0,a,15,4,227.0,51,0,0,0,0,0.0,0.0,Murphy,0
322,1,4,271,0.0,,3,195384,0,0,0,0,236.7,0,0,3,0.0,,0,Mikel,0.0,18,1,76.9,False,374.8,0,0,0,0,1337,Transferred to  Real Sociedad,2018-07-13T08:33:32Z,50,0,0,0,195384.jpg,2.0,0,0,Merino,0.0,False,23.0,u,15,4,156.0,49,0,0,0,0,0.0,0.0,Merino,4
323,0,0,171,,,3,153127,0,0,0,0,164.7,0,0,3,0.3,,0,Isaac,0.0,25,1,58.2,False,273.6,0,0,0,0,1365,,,45,0,0,0,153127.jpg,1.6,0,0,Hayden,0.2,False,14.0,a,15,4,144.0,41,0,0,0,0,0.0,0.0,Hayden,7
324,2,9,340,,,5,76542,0,0,0,0,338.1,0,0,3,0.5,,0,Sung-yueng,0.0,29,2,79.7,False,307.2,0,0,0,0,1865,,,50,0,0,0,76542.jpg,2.9,0,0,Ki,0.5,False,,a,15,4,152.0,73,0,0,0,0,0.0,0.0,Ki Sung-yueng,2
325,3,8,276,,,6,104547,0,0,0,0,333.6,0,0,4,0.8,,0,Dwight,0.0,31,6,148.7,False,352.0,0,0,0,0,1946,,,60,0,0,0,104547.jpg,2.7,0,0,Gayle,0.8,False,9.0,a,15,4,808.0,94,0,0,0,0,0.0,0.0,Gayle,3
326,6,15,420,,,8,168580,0,0,0,0,539.0,0,0,4,1.0,,0,Ayoze,0.0,28,8,191.7,False,571.8,0,0,0,0,2486,,,65,1,0,0,168580.jpg,3.4,0,0,Pérez,4.0,False,17.0,a,15,4,809.0,124,0,0,0,0,0.0,0.0,Pérez,3
327,1,5,227,,,5,61316,0,0,0,0,254.8,0,0,4,0.3,,0,Jose Luis,0.0,25,4,106.5,False,291.2,0,0,0,0,1703,,,50,0,1,0,61316.jpg,2.3,0,0,Mato Sanmartín,2.2,False,21.0,a,15,4,526.0,69,0,0,0,0,0.0,0.0,Joselu,2
458,2,5,171,,,6,167767,0,0,0,0,224.1,0,0,3,0.5,,0,Robert Kenedy,0.0,9,2,71.4,False,236.4,0,0,0,0,1023,,,50,0,0,0,167767.jpg,3.9,0,0,Nunes do Nascimento,3.3,False,,a,15,4,253.0,51,0,0,0,0,0.0,0.0,Kenedy,1
328,0,3,278,,,4,58376,0,0,0,0,0.0,0,0,1,1.5,,0,Alex,0.0,26,0,28.1,False,280.8,0,0,0,0,1620,,,45,0,0,0,58376.jpg,2.9,0,42,McCarthy,1.3,False,1.0,a,16,20,0.0,52,0,0,0,0,0.0,0.0,McCarthy,2
329,0,6,351,,,4,40383,0,0,0,0,0.0,0,0,1,1.5,,0,Fraser,0.0,30,0,48.9,False,488.2,0,0,0,0,1800,,,45,0,0,1,40383.jpg,3.6,0,69,Forster,1.6,False,44.0,a,16,20,0.0,73,0,0,0,0,0.0,0.0,Forster,0
330,5,4,553,,,8,40146,0,0,0,0,589.1,0,0,2,1.6,,0,Ryan,0.0,49,0,139.3,False,515.2,0,0,0,0,3135,,,50,0,0,0,40146.jpg,2.9,0,0,Bertrand,4.7,False,21.0,a,16,20,286.0,103,0,0,0,0,0.0,0.0,Bertrand,2
331,1,6,413,,,6,80447,0,0,0,0,67.0,0,0,2,1.2,,0,Maya,0.0,32,2,83.0,False,525.2,0,0,0,0,2049,,,45,0,0,0,80447.jpg,3.2,1,0,Yoshida,1.7,False,3.0,a,16,20,236.0,76,0,0,0,0,0.0,0.0,Yoshida,2
332,3,2,481,,,7,58822,0,0,0,0,455.6,0,0,2,1.2,,0,Cédric,0.0,44,0,112.3,False,507.0,0,0,0,0,2794,,,45,0,0,0,58822.jpg,2.7,0,0,Soares,16.0,False,2.0,a,16,20,159.0,85,0,0,0,0,0.0,0.0,Cédric,3
333,0,2,360,,,5,88900,0,0,0,0,68.3,0,0,2,1.2,,0,Jack,0.0,33,2,79.9,False,506.6,0,0,0,0,1980,,,45,0,0,0,88900.jpg,2.6,1,0,Stephens,0.3,False,5.0,a,16,20,224.0,58,0,0,0,0,0.0,0.0,Stephens,6
334,0,2,49,,,1,153373,0,0,0,0,34.2,0,0,2,0.7,,0,Sam,0.0,2,0,7.2,False,29.4,0,0,0,0,142,,,40,0,0,0,153373.jpg,2.0,0,0,McQueen,0.8,False,38.0,a,16,20,8.0,14,0,0,0,0,0.0,0.0,McQueen,0
335,0,0,88,,,2,171771,0,0,0,0,1.9,0,0,2,0.7,,0,Jan,0.0,5,1,13.1,False,110.0,0,0,0,0,427,,,40,0,0,0,171771.jpg,4.4,0,0,Bednarek,7.5,False,35.0,a,16,20,19.0,22,0,0,0,0,0.0,0.0,Bednarek,1
336,2,11,532,,,5,167075,0,0,0,0,130.9,0,0,2,1.2,,0,Wesley,0.0,42,0,93.8,False,661.6,0,0,0,0,2520,,,45,0,0,0,167075.jpg,2.6,0,0,Hoedt,0.3,False,6.0,a,16,20,146.0,74,0,0,0,0,0.0,0.0,Hoedt,7
337,2,6,337,,,4,17339,0,0,0,0,350.8,0,0,3,1.0,,0,Steven,0.0,21,3,82.5,False,345.2,0,0,0,0,1515,,,50,0,0,0,17339.jpg,3.1,0,0,Davis,0.2,False,8.0,a,16,20,126.0,71,0,0,0,0,0.0,0.0,Davis,0
338,5,8,367,,,2,101178,0,0,0,0,613.9,0,0,3,1.2,,0,James,0.0,29,3,127.1,False,363.4,0,0,0,0,1708,,,55,0,0,0,101178.jpg,2.8,0,0,Ward-Prowse,0.7,False,16.0,a,16,20,296.0,84,0,0,0,0,0.0,0.0,Ward-Prowse,3
339,0,0,474,,,8,78056,0,0,0,0,338.7,0,0,3,0.8,,0,Oriol,0.0,47,1,118.7,False,616.2,0,0,0,0,2897,,,45,0,0,0,78056.jpg,2.0,0,0,Romeu Vidal,2.6,False,14.0,a,16,20,231.0,68,0,0,0,0,0.0,0.0,Oriol Romeu,11
340,0,0,261,,,3,132015,0,0,0,0,258.4,0,0,3,0.8,,0,Pierre-Emile,0.0,30,0,67.6,False,266.6,0,0,0,0,1666,,,45,0,0,0,132015.jpg,1.7,0,0,Højbjerg,0.5,False,23.0,a,16,20,148.0,39,0,0,0,0,0.0,0.0,Højbjerg,6
341,2,2,215,,,1,128198,0,0,0,0,351.6,0,0,3,1.2,,0,Sofiane,0.0,24,2,103.7,False,289.4,0,0,0,0,1206,,,55,0,0,0,128198.jpg,2.1,0,0,Boufal,0.2,False,19.0,a,16,20,397.0,55,0,0,0,0,0.0,0.0,Boufal,1
342,0,0,18,,,1,153379,0,0,0,0,43.5,0,0,3,0.8,,0,Joshua,0.0,2,0,22.5,False,32.6,0,0,0,0,160,,,45,0,0,0,153379.jpg,1.3,0,0,Sims,0.1,False,39.0,a,16,20,149.0,8,0,0,0,0,0.0,0.0,Sims,0
343,3,3,296,,,7,83283,0,0,0,0,630.9,0,0,3,1.2,,0,Nathan,0.0,31,1,147.2,False,347.0,0,0,0,0,1938,,,55,0,0,0,83283.jpg,2.3,0,0,Redmond,0.7,False,22.0,a,16,20,493.0,72,0,0,0,0,0.0,0.0,Redmond,3
344,1,5,337,,,4,151086,0,0,0,0,170.6,0,0,3,1.0,,0,Mario,0.0,31,1,67.8,False,363.6,0,0,0,0,1715,,,50,0,0,0,151086.jpg,2.3,0,0,Lemina,0.2,False,18.0,a,16,20,145.0,58,0,0,0,0,0.0,0.0,Lemina,2
345,0,0,0,,,0,91047,0,0,0,0,0.0,0,0,3,1.2,,0,Stuart,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,55,0,0,0,91047.jpg,0.0,0,0,Armstrong,0.3,False,17.0,a,16,20,0.0,0,0,0,0,0,0.0,0.0,Armstrong,0
346,0,0,0,,,0,96787,0,0,0,0,0.0,0,0,3,1.7,,0,Mohamed,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,65,0,0,0,96787.jpg,0.0,0,0,Elyounoussi,1.0,False,11.0,a,16,20,0.0,0,0,0,0,0,0.0,0.0,Elyounoussi,0
347,2,0,167,,,4,20452,0,0,0,0,301.9,0,0,4,0.8,,0,Shane,0.0,28,2,104.6,False,235.6,0,0,0,0,1570,,,50,0,0,0,20452.jpg,1.8,0,0,Long,1.6,False,7.0,a,16,20,512.0,53,0,0,0,0,0.0,0.0,Long,6
348,1,9,215,,,4,78356,0,0,0,0,89.4,0,0,4,1.3,,0,Charlie,0.0,15,7,107.7,False,302.8,0,0,0,0,1024,,,60,0,0,0,78356.jpg,3.0,0,0,Austin,2.9,False,10.0,a,16,20,689.0,72,0,0,0,0,0.0,0.0,Austin,2
349,0,10,204,,,4,61548,0,0,0,0,133.9,0,0,4,1.3,,0,Manolo,0.0,17,5,58.6,False,203.0,0,0,0,0,1067,,,60,0,0,0,61548.jpg,2.4,0,0,Gabbiadini,0.4,False,20.0,a,16,20,269.0,66,0,0,0,0,0.0,0.0,Gabbiadini,2
350,1,0,40,0.0,,1,98914,0,0,0,0,64.2,0,0,4,0.0,,0,Guido,0.0,8,0,29.4,False,50.2,0,0,0,0,449,Season-long loan to Leganes,2018-07-10T10:08:52Z,55,0,0,0,98914.jpg,2.1,0,0,Carrillo,0.1,False,9.0,u,16,20,179.0,15,0,0,0,0,0.0,0.0,Carrillo,0
452,0,0,0,,,0,107265,0,0,0,0,0.0,0,0,1,1.5,,0,Angus,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,45,0,0,0,107265.jpg,0.0,0,0,Gunn,0.4,False,,a,16,20,0.0,0,0,0,0,0,0.0,0.0,Gunn,0
463,0,0,0,,,0,93100,0,0,0,0,0.0,0,0,2,1.6,,0,Jannik,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,50,0,0,0,93100.jpg,0.0,0,0,Vestergaard,0.3,False,,a,16,20,0.0,0,0,0,0,0,0.0,0.0,Vestergaard,0
351,0,6,694,,,15,37915,0,0,0,0,0.1,0,0,1,4.3,,0,Hugo,0.0,35,0,72.3,False,726.4,0,0,0,0,3240,,,55,0,0,0,37915.jpg,4.0,0,87,Lloris,9.1,False,1.0,a,17,6,0.0,144,0,0,0,0,0.0,0.0,Lloris,1
352,0,0,17,,,0,39215,0,0,0,0,0.0,0,0,1,3.6,,0,Michel,0.0,1,0,1.9,False,19.0,0,0,0,0,90,,,50,0,0,0,39215.jpg,3.0,0,4,Vorm,0.1,False,13.0,a,17,6,0.0,3,0,0,0,0,0.0,0.0,Vorm,0
353,0,3,247,,,5,55605,0,0,0,0,67.8,0,0,2,4.1,,0,Toby,0.0,13,0,36.8,False,249.2,0,0,0,0,1177,,,60,0,0,0,55605.jpg,3.1,0,0,Alderweireld,3.7,False,4.0,a,17,6,50.0,43,0,0,0,0,0.0,0.0,Alderweireld,3
354,2,0,136,,,2,38290,0,0,0,0,181.6,0,0,2,4.1,,0,Danny,0.0,14,0,45.9,False,159.4,0,0,0,0,800,,,60,0,0,0,38290.jpg,2.4,0,0,Rose,2.4,False,3.0,a,17,6,117.0,24,0,0,0,0,0.0,0.0,Rose,4
355,1,13,778,,,16,39194,0,0,0,0,205.7,0,0,2,4.1,,0,Jan,0.0,31,0,122.7,False,774.4,0,0,0,0,3203,,,60,0,0,0,39194.jpg,3.8,0,0,Vertonghen,8.5,False,5.0,a,17,6,243.0,138,0,0,0,0,0.0,0.0,Vertonghen,4
356,7,14,615,,,12,115556,0,0,0,0,698.8,0,0,2,4.1,,0,Ben,0.0,20,2,151.0,False,610.0,0,0,0,0,2323,,,60,0,0,0,115556.jpg,4.9,0,0,Davies,8.4,False,33.0,a,17,6,201.0,143,0,0,0,0,0.0,0.0,Davies,3
357,7,18,539,,,9,77794,0,0,0,0,617.5,0,0,2,4.1,,0,Kieran,0.0,21,0,115.6,False,459.0,0,0,0,0,1912,,,60,0,0,0,77794.jpg,4.7,0,0,Trippier,24.1,False,2.0,a,17,6,78.0,113,0,0,0,0,0.0,0.0,Trippier,1
358,2,0,73,,,1,158534,0,0,0,0,48.3,0,0,2,2.7,,0,Kyle,0.0,4,0,12.9,False,70.4,0,0,0,0,188,,,45,0,0,0,158534.jpg,4.3,0,0,Walker-Peters,0.3,False,37.0,a,17,6,10.0,13,0,0,0,0,0.0,0.0,Walker-Peters,0
359,0,8,597,,,13,173904,0,0,0,0,74.8,0,0,2,4.1,,0,Davinson,0.0,21,0,76.2,False,598.0,0,0,0,0,2532,,,60,1,0,0,173904.jpg,3.5,1,0,Sánchez,3.2,False,6.0,a,17,6,89.0,107,0,0,0,0,0.0,0.0,Sánchez,1
360,2,9,335,,,6,80226,0,0,0,0,236.5,0,0,2,4.1,,0,Serge,0.0,13,2,81.4,False,367.2,0,0,0,0,1427,,,60,0,0,0,80226.jpg,4.5,1,0,Aurier,2.1,False,24.0,a,17,6,209.0,77,0,0,0,0,0.0,0.0,Aurier,1
361,2,2,477,,,15,93264,0,0,0,0,293.4,0,0,3,2.5,,0,Eric,0.0,30,0,118.6,False,604.2,0,0,0,0,2822,,,50,0,0,0,93264.jpg,2.5,0,0,Dier,1.8,False,15.0,a,17,6,289.0,85,0,0,0,0,0.0,0.0,Dier,4
362,0,3,358,,,7,39104,0,0,0,0,303.1,0,0,3,2.5,,0,Mousa,0.0,22,0,68.5,False,309.2,0,0,0,0,1875,,,50,0,0,0,39104.jpg,1.9,0,0,Dembélé,1.1,False,19.0,a,17,6,73.0,52,0,0,0,0,0.0,0.0,Dembélé,6
363,4,1,186,,,4,62974,0,0,0,0,283.1,0,0,3,3.2,,0,Erik,0.0,12,2,84.7,False,204.8,0,0,0,0,826,,,65,0,0,0,62974.jpg,2.2,0,0,Lamela,0.6,False,11.0,a,17,6,364.0,55,0,0,0,0,0.0,0.0,Lamela,4
364,10,23,826,,,17,80607,0,0,0,0,1487.0,0,0,3,4.4,,0,Christian,0.0,33,11,358.2,False,1072.6,0,0,0,0,3218,,,95,0,0,0,80607.jpg,5.4,0,0,Eriksen,16.5,False,23.0,a,17,6,1021.0,199,0,0,0,0,0.0,0.0,Eriksen,0
365,13,12,565,,,16,108823,0,0,0,0,878.5,0,0,3,4.2,,0,Bamidele,0.0,28,9,258.8,False,775.2,0,0,0,0,2957,,,90,0,0,0,108823.jpg,4.9,0,0,Alli,3.7,False,20.0,a,17,6,934.0,175,0,0,0,0,0.0,0.0,Alli,7
366,0,1,174,,,2,54756,0,0,0,0,96.8,0,0,3,2.5,,0,Victor,0.0,11,1,37.8,False,206.0,0,0,0,0,837,,,50,0,0,0,54756.jpg,1.8,0,0,Wanyama,0.2,False,12.0,a,17,6,77.0,32,0,0,0,0,0.0,0.0,Wanyama,2
367,8,16,544,,,14,85971,0,0,0,0,588.2,0,0,3,4.0,,0,Heung-Min,0.0,18,12,249.1,False,725.8,0,0,0,0,2292,,,85,0,0,0,85971.jpg,4.8,0,0,Son,8.6,False,7.0,a,17,6,1177.0,178,0,0,0,0,0.0,0.0,Son,0
368,1,0,167,75.0,,4,157668,0,0,0,0,172.2,0,0,3,2.1,,0,Harry,0.0,9,0,33.1,False,144.4,0,0,0,0,768,Ankle injury - 75% chance of playing,2018-07-05T14:31:07Z,55,0,0,0,157668.jpg,1.9,0,0,Winks,0.0,False,29.0,d,17,6,14.0,31,0,0,0,0,0.0,0.0,Winks,0
369,1,0,246,,,7,45268,0,0,0,0,384.7,0,0,3,2.5,,0,Moussa,0.0,18,1,91.1,False,245.8,0,0,0,0,1385,,,50,0,0,0,45268.jpg,1.8,0,0,Sissoko,0.2,False,17.0,a,17,6,281.0,58,0,0,0,0,0.0,0.0,Sissoko,3
370,1,0,36,,,0,95715,0,0,0,0,83.2,0,0,3,3.4,,0,Lucas,0.0,6,0,17.5,False,49.0,0,0,0,0,206,,,70,0,0,0,95715.jpg,1.8,0,0,Rodrigues Moura da Silva,2.1,False,27.0,a,17,6,41.0,11,0,0,0,0,0.0,0.0,Lucas Moura,0
371,0,2,70,,,1,19760,0,0,0,0,66.7,0,0,4,2.8,,0,Fernando,0.0,2,1,22.6,False,60.2,0,0,0,0,224,,,60,0,0,0,19760.jpg,1.4,0,0,Llorente,0.3,False,18.0,a,17,6,99.0,22,0,0,0,0,0.0,0.0,Llorente,1
372,2,31,781,,,15,78830,0,0,0,0,502.1,0,0,4,6.2,,0,Harry,0.0,34,29,407.4,False,1214.4,0,0,0,0,3074,,,125,0,1,0,78830.jpg,5.9,0,0,Kane,34.0,False,10.0,a,17,6,2355.0,217,0,0,0,0,0.0,0.0,Kane,5
373,0,4,394,,,5,18656,0,0,0,0,0.2,0,0,1,2.0,,0,Heurelho,0.0,40,0,45.6,False,457.0,0,0,0,0,2128,,,45,0,0,0,18656.jpg,2.7,0,61,Gomes,0.5,False,1.0,a,18,57,0.0,64,0,0,0,0,0.0,0.0,Gomes,0
374,0,0,0,,,0,206882,0,0,0,0,0.0,0,0,1,2.0,,0,Pontus,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,45,0,0,0,206882.jpg,0.0,0,0,Dahlberg,0.1,False,,a,18,57,0.0,0,0,0,0,0,0.0,0.0,Dahlberg,0
375,0,0,35,,,1,37742,0,0,0,0,0.9,0,0,2,1.7,,0,Younes,0.0,3,0,5.0,False,47.4,0,0,0,0,151,,,45,0,0,0,37742.jpg,3.5,0,0,Kaboul,0.2,False,4.0,a,18,57,2.0,7,0,0,0,0,0.0,0.0,Kaboul,0
376,0,0,90,,,1,41338,0,0,0,0,2.0,0,0,2,1.7,,0,Craig,0.0,6,0,14.6,False,120.0,0,0,0,0,495,,,45,0,0,0,41338.jpg,2.0,0,0,Cathcart,0.1,False,15.0,a,18,57,23.0,14,0,0,0,0,0.0,0.0,Cathcart,1
377,0,0,267,,,5,41945,0,0,0,0,25.9,0,0,2,1.7,,0,Sebastian,0.0,29,0,39.3,False,276.4,0,0,0,0,1566,,,45,0,0,0,41945.jpg,2.0,0,0,Prödl,0.2,False,5.0,a,18,57,89.0,42,0,0,0,0,0.0,0.0,Prödl,5
378,4,6,412,,,6,40868,0,0,0,0,632.8,0,0,2,1.7,,0,José,0.0,47,0,127.0,False,510.0,0,0,0,0,2381,,,45,0,0,0,40868.jpg,2.6,0,0,Holebas,1.8,False,25.0,a,18,57,125.0,72,0,0,0,0,0.0,0.0,Holebas,7
379,0,0,149,,,2,52153,0,0,0,0,42.7,0,0,2,1.7,,0,Miguel,0.0,16,1,27.3,False,180.4,0,0,0,0,795,,,45,0,0,0,52153.jpg,1.8,1,0,Britos,0.1,False,3.0,a,18,57,51.0,22,0,0,0,0,0.0,0.0,Britos,3
380,0,2,407,,,6,85624,0,0,0,0,52.0,0,0,2,1.7,,0,Christian,0.0,43,2,83.7,False,645.0,0,0,0,0,2329,,,45,1,0,0,85624.jpg,2.4,0,0,Kabasele,0.4,False,27.0,a,18,57,137.0,68,0,0,0,0,0.0,0.0,Kabasele,5
381,1,3,342,,,2,52940,0,0,0,0,230.6,0,0,2,2.1,,0,Daryl,0.0,37,3,92.9,False,445.0,0,0,0,0,1818,,,50,0,0,0,52940.jpg,2.6,0,0,Janmaat,0.4,False,2.0,a,18,57,253.0,59,0,0,0,0,0.0,0.0,Janmaat,3
382,0,2,378,,,6,20145,0,0,0,0,59.4,0,0,2,1.7,,0,Adrian,0.0,43,0,62.8,False,462.0,0,0,0,0,2206,,,45,0,0,0,20145.jpg,2.1,0,0,Mariappa,0.3,False,6.0,a,18,57,106.0,58,0,0,0,0,0.0,0.0,Mariappa,4
383,1,9,389,,,5,54484,0,0,0,0,302.8,0,0,2,1.7,,0,Francisco,0.0,34,1,74.5,False,327.2,0,0,0,0,1709,,,45,0,0,0,54484.jpg,2.8,0,0,Femenía Far,1.0,False,21.0,a,18,57,113.0,65,0,0,0,0,0.0,0.0,Kiko Femenía,2
384,2,5,186,,,2,66247,0,0,0,0,142.1,0,0,2,1.7,,0,Marvin,0.0,18,0,35.2,False,185.2,0,0,0,0,993,,,45,0,0,0,66247.jpg,2.3,1,0,Zeegelaar,0.1,False,22.0,a,18,57,24.0,28,0,0,0,0,0.0,0.0,Zeegelaar,4
385,0,0,0,,,0,220166,0,0,0,0,0.0,0,0,2,1.7,,0,Marc,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,45,0,0,0,220166.jpg,0.0,0,0,Navarro,0.1,False,,a,18,57,0.0,0,0,0,0,0,0.0,0.0,Navarro,0
386,0,0,0,,,0,155651,0,0,0,0,0.0,0,0,2,1.7,,0,Adam,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,45,0,0,0,155651.jpg,0.0,0,0,Masina,0.2,False,,a,18,57,0.0,0,0,0,0,0,0.0,0.0,Masina,0
387,0,0,40,,,3,89085,0,0,0,0,26.5,0,0,3,1.3,,0,Nathaniel,0.0,7,0,20.0,False,78.8,0,0,0,0,447,,,45,0,0,0,89085.jpg,2.2,0,0,Chalobah,0.9,False,14.0,a,18,57,95.0,13,0,0,0,0,0.0,0.0,Chalobah,1
388,2,3,300,75.0,,6,43250,0,0,0,0,464.8,0,0,3,1.1,,0,Tom,0.0,33,1,92.1,False,332.2,0,0,0,0,1900,Hamstring injury - 75% chance of playing,2018-07-05T14:31:07Z,50,0,1,0,43250.jpg,2.5,1,0,Cleverley,0.0,False,8.0,d,18,57,124.0,58,0,0,0,0,0.0,0.0,Cleverley,1
389,1,0,262,,,4,38439,0,0,0,0,165.9,0,0,3,1.5,,0,Etienne,0.0,29,1,59.7,False,280.2,0,0,0,0,1537,,,50,0,0,0,38439.jpg,2.1,0,0,Capoue,0.3,False,29.0,a,18,57,150.0,48,0,0,0,0,0.0,0.0,Capoue,3
390,4,16,679,,,9,121599,0,0,0,0,595.8,0,0,3,2.0,,0,Abdoulaye,0.0,63,7,199.7,False,859.0,0,0,0,0,3324,,,60,0,0,0,121599.jpg,3.7,0,0,Doucouré,6.5,False,16.0,a,18,57,537.0,136,0,0,0,0,0.0,0.0,Doucouré,10
391,3,5,299,,,1,61566,0,0,0,0,370.6,0,0,3,2.0,,0,Roberto,0.0,34,5,118.8,False,346.0,0,0,0,0,1610,,,60,0,0,0,61566.jpg,2.5,0,0,Pereyra,0.4,False,37.0,a,18,57,472.0,81,0,0,0,0,0.0,0.0,Pereyra,3
392,3,5,190,,,4,108413,0,0,0,0,267.0,0,0,3,1.5,,0,Will,0.0,16,2,64.3,False,238.6,0,0,0,0,987,,,50,0,0,0,108413.jpg,3.5,0,0,Hughes,0.5,False,19.0,a,18,57,136.0,53,0,0,0,0,0.0,0.0,Hughes,0
393,8,4,304,,,8,212319,0,0,0,0,384.7,0,0,3,2.2,,0,Richarlison,0.0,54,5,209.3,False,497.0,0,0,0,0,2817,,,65,0,0,0,212319.jpg,3.3,0,0,de Andrade,3.5,False,11.0,a,18,57,1217.0,125,0,0,0,0,0.0,0.0,Richarlison,4
394,1,3,87,,,2,94924,0,0,0,0,141.3,0,0,3,1.7,,0,Gerard,0.0,3,1,35.8,False,92.4,0,0,0,0,433,,,55,0,0,0,94924.jpg,3.6,0,0,Deulofeu,4.5,False,7.0,a,18,57,124.0,25,0,0,0,0,0.0,0.0,Deulofeu,0
395,3,4,237,,,5,73426,0,0,0,0,254.0,0,0,4,1.8,,0,Andre,0.0,30,5,108.2,False,251.2,0,0,0,0,1486,,,60,0,0,0,73426.jpg,2.5,0,0,Gray,0.5,False,18.0,a,18,57,594.0,79,0,0,0,0,0.0,0.0,Gray,1
396,2,7,241,,,6,41725,0,0,0,0,349.4,0,0,4,1.8,,0,Troy,0.0,30,5,125.3,False,343.0,0,0,0,0,1836,,,60,0,2,0,41725.jpg,2.5,1,0,Deeney,0.8,False,9.0,a,18,57,566.0,73,0,0,0,0,0.0,0.0,Deeney,1
397,1,1,52,75.0,,2,20046,0,0,0,0,92.0,0,0,4,1.0,,0,Stefano,0.0,9,1,29.8,False,74.4,0,0,0,0,442,Thigh injury - 75% chance of playing,2018-07-05T14:31:07Z,50,0,0,0,20046.jpg,1.6,0,0,Okaka,0.0,False,33.0,d,18,57,145.0,24,0,0,0,0,0.0,0.0,Okaka,2
398,0,0,12,,,0,133801,0,0,0,0,11.0,0,0,4,1.1,,0,Jerome,0.0,1,0,1.9,False,4.4,0,0,0,0,29,,,45,0,0,0,133801.jpg,1.0,0,0,Sinclair,1.5,False,17.0,a,18,57,4.0,4,0,0,0,0,0.0,0.0,Sinclair,0
445,0,11,635,,,10,9089,0,0,0,0,20.0,0,0,1,2.0,,0,Ben,0.0,55,0,73.8,False,716.8,0,0,0,0,3330,,,45,0,0,0,9089.jpg,3.3,0,99,Foster,3.3,False,,a,18,57,0.0,123,0,0,0,0,0.0,0.0,Foster,2
446,0,0,0,,,0,157775,0,0,0,0,0.0,0,0,3,1.5,,0,Ken,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,50,0,0,0,157775.jpg,0.0,0,0,Sema,0.1,False,,a,18,57,0.0,0,0,0,0,0,0.0,0.0,Sema,0
399,0,5,374,,,6,60706,0,0,0,0,0.0,0,0,1,1.0,,0,Adrián,0.0,29,0,47.0,False,470.4,0,0,0,0,1710,,,45,0,0,0,60706.jpg,3.8,0,69,San Miguel del Castillo,0.5,False,13.0,a,19,21,0.0,72,0,0,0,0,0.0,0.0,Adrián,2
400,0,14,772,,,9,37096,0,0,0,0,10.0,0,0,1,1.0,,0,Lukasz,0.0,56,0,109.9,False,1087.8,0,0,0,0,3420,,,45,0,0,3,37096.jpg,4.1,0,137,Fabianski,25.2,False,,a,19,21,0.0,157,0,0,0,0,0.0,0.0,Fabianski,0
